,emotion,image
18789,7.0,../input/affectnetsample/train_class/class007/image0024092.jpg
18790,7.0,../input/affectnetsample/train_class/class007/image0011819.jpg
18791,2.0,../input/affectnetsample/train_class/class002/image0004815.jpg
18792,6.0,../input/affectnetsample/train_class/class006/image0036886.jpg
18793,8.0,../input/affectnetsample/train_class/class008/image0041136.jpg
18794,4.0,../input/affectnetsample/train_class/class004/image0033035.jpg
18795,1.0,../input/affectnetsample/train_class/class001/image0008674.jpg
18796,7.0,../input/affectnetsample/train_class/class007/image0010787.jpg
18797,8.0,../input/affectnetsample/train_class/class008/image0041305.jpg
18798,2.0,../input/affectnetsample/train_class/class002/image0005335.jpg
18799,8.0,../input/affectnetsample/train_class/class008/image0039241.jpg
18800,1.0,../input/affectnetsample/train_class/class001/image0007243.jpg
18801,1.0,../input/affectnetsample/train_class/class001/image0013513.jpg
18802,4.0,../input/affectnetsample/train_class/class004/image0031229.jpg
18803,8.0,../input/affectnetsample/train_class/class008/image0039057.jpg
18804,1.0,../input/affectnetsample/train_class/class001/image0015090.jpg
18805,8.0,../input/affectnetsample/train_class/class008/image0022812.jpg
18806,5.0,../input/affectnetsample/train_class/class005/image0038278.jpg
18807,3.0,../input/affectnetsample/train_class/class003/image0023573.jpg
18808,5.0,../input/affectnetsample/train_class/class005/image0036472.jpg
18809,6.0,../input/affectnetsample/train_class/class006/image0039667.jpg
18810,1.0,../input/affectnetsample/train_class/class001/image0012294.jpg
18811,8.0,../input/affectnetsample/train_class/class008/image0038070.jpg
18812,4.0,../input/affectnetsample/train_class/class004/image0034614.jpg
18813,3.0,../input/affectnetsample/train_class/class003/image0010616.jpg
18814,2.0,../input/affectnetsample/train_class/class002/image0011195.jpg
18815,3.0,../input/affectnetsample/train_class/class003/image0017677.jpg
18816,5.0,../input/affectnetsample/train_class/class005/image0026997.jpg
18817,2.0,../input/affectnetsample/train_class/class002/image0011013.jpg
18818,1.0,../input/affectnetsample/train_class/class001/image0013386.jpg
18819,7.0,../input/affectnetsample/train_class/class007/image0028273.jpg
18820,2.0,../input/affectnetsample/train_class/class002/image0010560.jpg
18821,6.0,../input/affectnetsample/train_class/class006/image0014626.jpg
18822,3.0,../input/affectnetsample/train_class/class003/image0000276.jpg
18823,4.0,../input/affectnetsample/train_class/class004/image0031830.jpg
18824,5.0,../input/affectnetsample/train_class/class005/image0040026.jpg
18825,3.0,../input/affectnetsample/train_class/class003/image0018543.jpg
18826,5.0,../input/affectnetsample/train_class/class005/image0037574.jpg
18827,8.0,../input/affectnetsample/train_class/class008/image0040422.jpg
18828,3.0,../input/affectnetsample/train_class/class003/image0029653.jpg
18829,4.0,../input/affectnetsample/train_class/class004/image0034057.jpg
18830,5.0,../input/affectnetsample/train_class/class005/image0039661.jpg
18831,6.0,../input/affectnetsample/train_class/class006/image0035610.jpg
18832,4.0,../input/affectnetsample/train_class/class004/image0031540.jpg
18833,8.0,../input/affectnetsample/train_class/class008/image0039050.jpg
18834,7.0,../input/affectnetsample/train_class/class007/image0023717.jpg
18835,2.0,../input/affectnetsample/train_class/class002/image0005424.jpg
18836,3.0,../input/affectnetsample/train_class/class003/image0026935.jpg
18837,3.0,../input/affectnetsample/train_class/class003/image0029483.jpg
18838,1.0,../input/affectnetsample/train_class/class001/image0013404.jpg
18839,2.0,../input/affectnetsample/train_class/class002/image0004202.jpg
18840,2.0,../input/affectnetsample/train_class/class002/image0005330.jpg
18841,7.0,../input/affectnetsample/train_class/class007/image0025887.jpg
18842,5.0,../input/affectnetsample/train_class/class005/image0037245.jpg
18843,2.0,../input/affectnetsample/train_class/class002/image0001687.jpg
18844,4.0,../input/affectnetsample/train_class/class004/image0032471.jpg
18845,1.0,../input/affectnetsample/train_class/class001/image0012779.jpg
18846,5.0,../input/affectnetsample/train_class/class005/image0032593.jpg
18847,3.0,../input/affectnetsample/train_class/class003/image0018331.jpg
18848,7.0,../input/affectnetsample/train_class/class007/image0002705.jpg
18849,3.0,../input/affectnetsample/train_class/class003/image0014840.jpg
18850,2.0,../input/affectnetsample/train_class/class002/image0003934.jpg
18851,8.0,../input/affectnetsample/train_class/class008/image0026838.jpg
18852,3.0,../input/affectnetsample/train_class/class003/image0012273.jpg
18853,8.0,../input/affectnetsample/train_class/class008/image0039851.jpg
18854,8.0,../input/affectnetsample/train_class/class008/image0039253.jpg
18855,1.0,../input/affectnetsample/train_class/class001/image0013168.jpg
18856,6.0,../input/affectnetsample/train_class/class006/image0040673.jpg
18857,4.0,../input/affectnetsample/train_class/class004/image0016465.jpg
18858,3.0,../input/affectnetsample/train_class/class003/image0029952.jpg
18859,6.0,../input/affectnetsample/train_class/class006/image0033667.jpg
18860,8.0,../input/affectnetsample/train_class/class008/image0018198.jpg
18861,5.0,../input/affectnetsample/train_class/class005/image0026329.jpg
18862,4.0,../input/affectnetsample/train_class/class004/image0034338.jpg
18863,6.0,../input/affectnetsample/train_class/class006/image0039020.jpg
18864,2.0,../input/affectnetsample/train_class/class002/image0004929.jpg
18865,1.0,../input/affectnetsample/train_class/class001/image0014821.jpg
18866,7.0,../input/affectnetsample/train_class/class007/image0018046.jpg
18867,2.0,../input/affectnetsample/train_class/class002/image0002269.jpg
18868,6.0,../input/affectnetsample/train_class/class006/image0042437.jpg
18869,6.0,../input/affectnetsample/train_class/class006/image0033495.jpg
18870,5.0,../input/affectnetsample/train_class/class005/image0022237.jpg
18871,8.0,../input/affectnetsample/train_class/class008/image0031405.jpg
18872,5.0,../input/affectnetsample/train_class/class005/image0038475.jpg
18873,5.0,../input/affectnetsample/train_class/class005/image0038919.jpg
18874,3.0,../input/affectnetsample/train_class/class003/image0008170.jpg
18875,5.0,../input/affectnetsample/train_class/class005/image0038502.jpg
18876,2.0,../input/affectnetsample/train_class/class002/image0005027.jpg
18877,2.0,../input/affectnetsample/train_class/class002/image0007831.jpg
18878,8.0,../input/affectnetsample/train_class/class008/image0041397.jpg
18879,1.0,../input/affectnetsample/train_class/class001/image0007728.jpg
18880,6.0,../input/affectnetsample/train_class/class006/image0032428.jpg
18881,3.0,../input/affectnetsample/train_class/class003/image0003884.jpg
18882,2.0,../input/affectnetsample/train_class/class002/image0011131.jpg
18883,2.0,../input/affectnetsample/train_class/class002/image0009057.jpg
18884,6.0,../input/affectnetsample/train_class/class006/image0028469.jpg
18885,8.0,../input/affectnetsample/train_class/class008/image0040066.jpg
18886,1.0,../input/affectnetsample/train_class/class001/image0012645.jpg
18887,4.0,../input/affectnetsample/train_class/class004/image0017784.jpg
18888,3.0,../input/affectnetsample/train_class/class003/image0001184.jpg
18889,8.0,../input/affectnetsample/train_class/class008/image0036323.jpg
18890,3.0,../input/affectnetsample/train_class/class003/image0017907.jpg
18891,8.0,../input/affectnetsample/train_class/class008/image0038011.jpg
18892,6.0,../input/affectnetsample/train_class/class006/image0041016.jpg
18893,2.0,../input/affectnetsample/train_class/class002/image0008527.jpg
18894,8.0,../input/affectnetsample/train_class/class008/image0036025.jpg
18895,7.0,../input/affectnetsample/train_class/class007/image0027500.jpg
18896,3.0,../input/affectnetsample/train_class/class003/image0027151.jpg
18897,2.0,../input/affectnetsample/train_class/class002/image0009415.jpg
18898,1.0,../input/affectnetsample/train_class/class001/image0016929.jpg
18899,2.0,../input/affectnetsample/train_class/class002/image0001734.jpg
18900,6.0,../input/affectnetsample/train_class/class006/image0036965.jpg
18901,7.0,../input/affectnetsample/train_class/class007/image0028668.jpg
18902,5.0,../input/affectnetsample/train_class/class005/image0036250.jpg
18903,5.0,../input/affectnetsample/train_class/class005/image0036367.jpg
18904,6.0,../input/affectnetsample/train_class/class006/image0039634.jpg
18905,6.0,../input/affectnetsample/train_class/class006/image0041047.jpg
18906,3.0,../input/affectnetsample/train_class/class003/image0030336.jpg
18907,6.0,../input/affectnetsample/train_class/class006/image0038215.jpg
18908,3.0,../input/affectnetsample/train_class/class003/image0025340.jpg
18909,5.0,../input/affectnetsample/train_class/class005/image0040387.jpg
18910,2.0,../input/affectnetsample/train_class/class002/image0005098.jpg
18911,6.0,../input/affectnetsample/train_class/class006/image0042172.jpg
18912,3.0,../input/affectnetsample/train_class/class003/image0023695.jpg
18913,4.0,../input/affectnetsample/train_class/class004/image0005910.jpg
18914,8.0,../input/affectnetsample/train_class/class008/image0038776.jpg
18915,3.0,../input/affectnetsample/train_class/class003/image0028660.jpg
18916,2.0,../input/affectnetsample/train_class/class002/image0009979.jpg
18917,3.0,../input/affectnetsample/train_class/class003/image0021723.jpg
18918,3.0,../input/affectnetsample/train_class/class003/image0000926.jpg
18919,5.0,../input/affectnetsample/train_class/class005/image0039179.jpg
18920,4.0,../input/affectnetsample/train_class/class004/image0032394.jpg
18921,5.0,../input/affectnetsample/train_class/class005/image0040603.jpg
18922,5.0,../input/affectnetsample/train_class/class005/image0000451.jpg
18923,6.0,../input/affectnetsample/train_class/class006/image0032914.jpg
18924,2.0,../input/affectnetsample/train_class/class002/image0006604.jpg
18925,2.0,../input/affectnetsample/train_class/class002/image0008437.jpg
18926,6.0,../input/affectnetsample/train_class/class006/image0038268.jpg
18927,1.0,../input/affectnetsample/train_class/class001/image0014838.jpg
18928,7.0,../input/affectnetsample/train_class/class007/image0024493.jpg
18929,3.0,../input/affectnetsample/train_class/class003/image0014196.jpg
18930,6.0,../input/affectnetsample/train_class/class006/image0039005.jpg
18931,4.0,../input/affectnetsample/train_class/class004/image0023918.jpg
18932,1.0,../input/affectnetsample/train_class/class001/image0005536.jpg
18933,5.0,../input/affectnetsample/train_class/class005/image0034525.jpg
18934,5.0,../input/affectnetsample/train_class/class005/image0036143.jpg
18935,2.0,../input/affectnetsample/train_class/class002/image0009818.jpg
18936,5.0,../input/affectnetsample/train_class/class005/image0028759.jpg
18937,5.0,../input/affectnetsample/train_class/class005/image0036727.jpg
18938,7.0,../input/affectnetsample/train_class/class007/image0022694.jpg
18939,5.0,../input/affectnetsample/train_class/class005/image0037468.jpg
18940,3.0,../input/affectnetsample/train_class/class003/image0027411.jpg
18941,5.0,../input/affectnetsample/train_class/class005/image0035310.jpg
18942,1.0,../input/affectnetsample/train_class/class001/image0001903.jpg
18943,7.0,../input/affectnetsample/train_class/class007/image0016451.jpg
18944,7.0,../input/affectnetsample/train_class/class007/image0013974.jpg
18945,1.0,../input/affectnetsample/train_class/class001/image0009013.jpg
18946,1.0,../input/affectnetsample/train_class/class001/image0004849.jpg
18947,1.0,../input/affectnetsample/train_class/class001/image0006218.jpg
18948,3.0,../input/affectnetsample/train_class/class003/image0008007.jpg
18949,2.0,../input/affectnetsample/train_class/class002/image0004073.jpg
18950,2.0,../input/affectnetsample/train_class/class002/image0007525.jpg
18951,1.0,../input/affectnetsample/train_class/class001/image0010455.jpg
18952,5.0,../input/affectnetsample/train_class/class005/image0036648.jpg
18953,6.0,../input/affectnetsample/train_class/class006/image0034779.jpg
18954,5.0,../input/affectnetsample/train_class/class005/image0039643.jpg
18955,5.0,../input/affectnetsample/train_class/class005/image0039356.jpg
18956,5.0,../input/affectnetsample/train_class/class005/image0025971.jpg
18957,4.0,../input/affectnetsample/train_class/class004/image0027374.jpg
18958,3.0,../input/affectnetsample/train_class/class003/image0026711.jpg
18959,5.0,../input/affectnetsample/train_class/class005/image0035127.jpg
18960,2.0,../input/affectnetsample/train_class/class002/image0008496.jpg
18961,7.0,../input/affectnetsample/train_class/class007/image0027468.jpg
18962,2.0,../input/affectnetsample/train_class/class002/image0011682.jpg
18963,5.0,../input/affectnetsample/train_class/class005/image0037529.jpg
18964,3.0,../input/affectnetsample/train_class/class003/image0003323.jpg
18965,3.0,../input/affectnetsample/train_class/class003/image0017221.jpg
18966,3.0,../input/affectnetsample/train_class/class003/image0001919.jpg
18967,3.0,../input/affectnetsample/train_class/class003/image0027611.jpg
18968,4.0,../input/affectnetsample/train_class/class004/image0027192.jpg
18969,3.0,../input/affectnetsample/train_class/class003/image0010961.jpg
18970,2.0,../input/affectnetsample/train_class/class002/image0006435.jpg
18971,6.0,../input/affectnetsample/train_class/class006/image0036637.jpg
18972,4.0,../input/affectnetsample/train_class/class004/image0031593.jpg
18973,5.0,../input/affectnetsample/train_class/class005/image0030926.jpg
18974,7.0,../input/affectnetsample/train_class/class007/image0001228.jpg
18975,5.0,../input/affectnetsample/train_class/class005/image0034110.jpg
18976,1.0,../input/affectnetsample/train_class/class001/image0008879.jpg
18977,3.0,../input/affectnetsample/train_class/class003/image0028445.jpg
18978,5.0,../input/affectnetsample/train_class/class005/image0028113.jpg
18979,4.0,../input/affectnetsample/train_class/class004/image0024102.jpg
18980,4.0,../input/affectnetsample/train_class/class004/image0017232.jpg
18981,6.0,../input/affectnetsample/train_class/class006/image0037090.jpg
18982,6.0,../input/affectnetsample/train_class/class006/image0029316.jpg
18983,5.0,../input/affectnetsample/train_class/class005/image0034569.jpg
18984,4.0,../input/affectnetsample/train_class/class004/image0018938.jpg
18985,4.0,../input/affectnetsample/train_class/class004/image0022639.jpg
18986,1.0,../input/affectnetsample/train_class/class001/image0015170.jpg
18987,7.0,../input/affectnetsample/train_class/class007/image0022637.jpg
18988,8.0,../input/affectnetsample/train_class/class008/image0038250.jpg
18989,4.0,../input/affectnetsample/train_class/class004/image0031273.jpg
18990,8.0,../input/affectnetsample/train_class/class008/image0032818.jpg
18991,6.0,../input/affectnetsample/train_class/class006/image0037513.jpg
18992,2.0,../input/affectnetsample/train_class/class002/image0011809.jpg
18993,8.0,../input/affectnetsample/train_class/class008/image0040897.jpg
18994,3.0,../input/affectnetsample/train_class/class003/image0027486.jpg
18995,2.0,../input/affectnetsample/train_class/class002/image0000959.jpg
18996,6.0,../input/affectnetsample/train_class/class006/image0023070.jpg
18997,3.0,../input/affectnetsample/train_class/class003/image0026321.jpg
18998,5.0,../input/affectnetsample/train_class/class005/image0035082.jpg
18999,3.0,../input/affectnetsample/train_class/class003/image0026312.jpg
19000,2.0,../input/affectnetsample/train_class/class002/image0002201.jpg
19001,4.0,../input/affectnetsample/train_class/class004/image0027636.jpg
19002,1.0,../input/affectnetsample/train_class/class001/image0013164.jpg
19003,4.0,../input/affectnetsample/train_class/class004/image0030932.jpg
19004,6.0,../input/affectnetsample/train_class/class006/image0021082.jpg
19005,3.0,../input/affectnetsample/train_class/class003/image0017217.jpg
19006,4.0,../input/affectnetsample/train_class/class004/image0033304.jpg
19007,6.0,../input/affectnetsample/train_class/class006/image0040523.jpg
19008,1.0,../input/affectnetsample/train_class/class001/image0010140.jpg
19009,2.0,../input/affectnetsample/train_class/class002/image0006791.jpg
19010,4.0,../input/affectnetsample/train_class/class004/image0031091.jpg
19011,1.0,../input/affectnetsample/train_class/class001/image0015955.jpg
19012,1.0,../input/affectnetsample/train_class/class001/image0015805.jpg
19013,5.0,../input/affectnetsample/train_class/class005/image0003681.jpg
19014,7.0,../input/affectnetsample/train_class/class007/image0014542.jpg
19015,5.0,../input/affectnetsample/train_class/class005/image0038445.jpg
19016,4.0,../input/affectnetsample/train_class/class004/image0031248.jpg
19017,1.0,../input/affectnetsample/train_class/class001/image0008585.jpg
19018,5.0,../input/affectnetsample/train_class/class005/image0013242.jpg
19019,3.0,../input/affectnetsample/train_class/class003/image0029839.jpg
19020,4.0,../input/affectnetsample/train_class/class004/image0002439.jpg
19021,5.0,../input/affectnetsample/train_class/class005/image0038261.jpg
19022,5.0,../input/affectnetsample/train_class/class005/image0036791.jpg
19023,4.0,../input/affectnetsample/train_class/class004/image0014520.jpg
19024,6.0,../input/affectnetsample/train_class/class006/image0036907.jpg
19025,5.0,../input/affectnetsample/train_class/class005/image0039690.jpg
19026,6.0,../input/affectnetsample/train_class/class006/image0036448.jpg
19027,3.0,../input/affectnetsample/train_class/class003/image0012597.jpg
19028,3.0,../input/affectnetsample/train_class/class003/image0019430.jpg
19029,5.0,../input/affectnetsample/train_class/class005/image0035768.jpg
19030,6.0,../input/affectnetsample/train_class/class006/image0021750.jpg
19031,2.0,../input/affectnetsample/train_class/class002/image0009866.jpg
19032,7.0,../input/affectnetsample/train_class/class007/image0018025.jpg
19033,1.0,../input/affectnetsample/train_class/class001/image0017370.jpg
19034,2.0,../input/affectnetsample/train_class/class002/image0004943.jpg
19035,4.0,../input/affectnetsample/train_class/class004/image0030076.jpg
19036,3.0,../input/affectnetsample/train_class/class003/image0019444.jpg
19037,4.0,../input/affectnetsample/train_class/class004/image0019024.jpg
19038,1.0,../input/affectnetsample/train_class/class001/image0008335.jpg
19039,7.0,../input/affectnetsample/train_class/class007/image0008958.jpg
19040,2.0,../input/affectnetsample/train_class/class002/image0009543.jpg
19041,5.0,../input/affectnetsample/train_class/class005/image0035700.jpg
19042,4.0,../input/affectnetsample/train_class/class004/image0025980.jpg
19043,4.0,../input/affectnetsample/train_class/class004/image0033316.jpg
19044,5.0,../input/affectnetsample/train_class/class005/image0035646.jpg
19045,6.0,../input/affectnetsample/train_class/class006/image0040294.jpg
19046,1.0,../input/affectnetsample/train_class/class001/image0009040.jpg
19047,4.0,../input/affectnetsample/train_class/class004/image0033940.jpg
19048,4.0,../input/affectnetsample/train_class/class004/image0013563.jpg
19049,5.0,../input/affectnetsample/train_class/class005/image0032203.jpg
19050,1.0,../input/affectnetsample/train_class/class001/image0010160.jpg
19051,3.0,../input/affectnetsample/train_class/class003/image0022487.jpg
19052,4.0,../input/affectnetsample/train_class/class004/image0015760.jpg
19053,2.0,../input/affectnetsample/train_class/class002/image0000259.jpg
19054,7.0,../input/affectnetsample/train_class/class007/image0000012.jpg
19055,3.0,../input/affectnetsample/train_class/class003/image0029556.jpg
19056,3.0,../input/affectnetsample/train_class/class003/image0021854.jpg
19057,5.0,../input/affectnetsample/train_class/class005/image0029361.jpg
19058,5.0,../input/affectnetsample/train_class/class005/image0033380.jpg
19059,7.0,../input/affectnetsample/train_class/class007/image0012695.jpg
19060,1.0,../input/affectnetsample/train_class/class001/image0012170.jpg
19061,4.0,../input/affectnetsample/train_class/class004/image0033227.jpg
19062,5.0,../input/affectnetsample/train_class/class005/image0018705.jpg
19063,8.0,../input/affectnetsample/train_class/class008/image0031029.jpg
19064,4.0,../input/affectnetsample/train_class/class004/image0033779.jpg
19065,7.0,../input/affectnetsample/train_class/class007/image0015682.jpg
19066,8.0,../input/affectnetsample/train_class/class008/image0036744.jpg
19067,3.0,../input/affectnetsample/train_class/class003/image0029112.jpg
19068,2.0,../input/affectnetsample/train_class/class002/image0004380.jpg
19069,3.0,../input/affectnetsample/train_class/class003/image0007080.jpg
19070,7.0,../input/affectnetsample/train_class/class007/image0010601.jpg
19071,1.0,../input/affectnetsample/train_class/class001/image0000917.jpg
19072,2.0,../input/affectnetsample/train_class/class002/image0000565.jpg
19073,3.0,../input/affectnetsample/train_class/class003/image0022788.jpg
19074,3.0,../input/affectnetsample/train_class/class003/image0026739.jpg
19075,4.0,../input/affectnetsample/train_class/class004/image0020344.jpg
19076,2.0,../input/affectnetsample/train_class/class002/image0011574.jpg
19077,1.0,../input/affectnetsample/train_class/class001/image0000752.jpg
19078,5.0,../input/affectnetsample/train_class/class005/image0023949.jpg
19079,3.0,../input/affectnetsample/train_class/class003/image0030184.jpg
19080,5.0,../input/affectnetsample/train_class/class005/image0039198.jpg
19081,4.0,../input/affectnetsample/train_class/class004/image0001500.jpg
19082,7.0,../input/affectnetsample/train_class/class007/image0030574.jpg
19083,1.0,../input/affectnetsample/train_class/class001/image0013307.jpg
19084,2.0,../input/affectnetsample/train_class/class002/image0000192.jpg
19085,5.0,../input/affectnetsample/train_class/class005/image0035160.jpg
19086,7.0,../input/affectnetsample/train_class/class007/image0021525.jpg
19087,7.0,../input/affectnetsample/train_class/class007/image0018757.jpg
19088,1.0,../input/affectnetsample/train_class/class001/image0003077.jpg
19089,7.0,../input/affectnetsample/train_class/class007/image0005603.jpg
19090,4.0,../input/affectnetsample/train_class/class004/image0030864.jpg
19091,8.0,../input/affectnetsample/train_class/class008/image0000999.jpg
19092,5.0,../input/affectnetsample/train_class/class005/image0028778.jpg
19093,7.0,../input/affectnetsample/train_class/class007/image0027300.jpg
19094,5.0,../input/affectnetsample/train_class/class005/image0040305.jpg
19095,2.0,../input/affectnetsample/train_class/class002/image0010756.jpg
19096,3.0,../input/affectnetsample/train_class/class003/image0020202.jpg
19097,7.0,../input/affectnetsample/train_class/class007/image0026191.jpg
19098,1.0,../input/affectnetsample/train_class/class001/image0001664.jpg
19099,1.0,../input/affectnetsample/train_class/class001/image0005383.jpg
19100,4.0,../input/affectnetsample/train_class/class004/image0033724.jpg
19101,5.0,../input/affectnetsample/train_class/class005/image0001977.jpg
19102,4.0,../input/affectnetsample/train_class/class004/image0028451.jpg
19103,8.0,../input/affectnetsample/train_class/class008/image0040800.jpg
19104,3.0,../input/affectnetsample/train_class/class003/image0017709.jpg
19105,7.0,../input/affectnetsample/train_class/class007/image0012060.jpg
19106,4.0,../input/affectnetsample/train_class/class004/image0006573.jpg
19107,5.0,../input/affectnetsample/train_class/class005/image0039282.jpg
19108,1.0,../input/affectnetsample/train_class/class001/image0017195.jpg
19109,5.0,../input/affectnetsample/train_class/class005/image0020236.jpg
19110,4.0,../input/affectnetsample/train_class/class004/image0019642.jpg
19111,2.0,../input/affectnetsample/train_class/class002/image0007857.jpg
19112,1.0,../input/affectnetsample/train_class/class001/image0007163.jpg
19113,7.0,../input/affectnetsample/train_class/class007/image0018028.jpg
19114,3.0,../input/affectnetsample/train_class/class003/image0027715.jpg
19115,5.0,../input/affectnetsample/train_class/class005/image0039915.jpg
19116,7.0,../input/affectnetsample/train_class/class007/image0025386.jpg
19117,7.0,../input/affectnetsample/train_class/class007/image0011420.jpg
19118,8.0,../input/affectnetsample/train_class/class008/image0035399.jpg
19119,2.0,../input/affectnetsample/train_class/class002/image0001196.jpg
19120,8.0,../input/affectnetsample/train_class/class008/image0038228.jpg
19121,7.0,../input/affectnetsample/train_class/class007/image0028251.jpg
19122,2.0,../input/affectnetsample/train_class/class002/image0012063.jpg
19123,7.0,../input/affectnetsample/train_class/class007/image0003507.jpg
19124,5.0,../input/affectnetsample/train_class/class005/image0031116.jpg
19125,1.0,../input/affectnetsample/train_class/class001/image0013758.jpg
19126,3.0,../input/affectnetsample/train_class/class003/image0001202.jpg
19127,8.0,../input/affectnetsample/train_class/class008/image0021528.jpg
19128,6.0,../input/affectnetsample/train_class/class006/image0039140.jpg
19129,2.0,../input/affectnetsample/train_class/class002/image0003334.jpg
19130,5.0,../input/affectnetsample/train_class/class005/image0039340.jpg
19131,4.0,../input/affectnetsample/train_class/class004/image0027293.jpg
19132,7.0,../input/affectnetsample/train_class/class007/image0018526.jpg
19133,4.0,../input/affectnetsample/train_class/class004/image0031690.jpg
19134,2.0,../input/affectnetsample/train_class/class002/image0000405.jpg
19135,8.0,../input/affectnetsample/train_class/class008/image0027174.jpg
19136,4.0,../input/affectnetsample/train_class/class004/image0031271.jpg
19137,1.0,../input/affectnetsample/train_class/class001/image0002076.jpg
19138,4.0,../input/affectnetsample/train_class/class004/image0034772.jpg
19139,7.0,../input/affectnetsample/train_class/class007/image0020335.jpg
19140,6.0,../input/affectnetsample/train_class/class006/image0039967.jpg
19141,4.0,../input/affectnetsample/train_class/class004/image0027377.jpg
19142,7.0,../input/affectnetsample/train_class/class007/image0029182.jpg
19143,8.0,../input/affectnetsample/train_class/class008/image0040487.jpg
19144,1.0,../input/affectnetsample/train_class/class001/image0013879.jpg
19145,8.0,../input/affectnetsample/train_class/class008/image0014390.jpg
19146,3.0,../input/affectnetsample/train_class/class003/image0000836.jpg
19147,1.0,../input/affectnetsample/train_class/class001/image0012879.jpg
19148,6.0,../input/affectnetsample/train_class/class006/image0042410.jpg
19149,6.0,../input/affectnetsample/train_class/class006/image0035809.jpg
19150,6.0,../input/affectnetsample/train_class/class006/image0039803.jpg
19151,3.0,../input/affectnetsample/train_class/class003/image0009891.jpg
19152,3.0,../input/affectnetsample/train_class/class003/image0018929.jpg
19153,7.0,../input/affectnetsample/train_class/class007/image0011375.jpg
19154,4.0,../input/affectnetsample/train_class/class004/image0017718.jpg
19155,1.0,../input/affectnetsample/train_class/class001/image0015270.jpg
19156,3.0,../input/affectnetsample/train_class/class003/image0023760.jpg
19157,5.0,../input/affectnetsample/train_class/class005/image0037546.jpg
19158,6.0,../input/affectnetsample/train_class/class006/image0036912.jpg
19159,2.0,../input/affectnetsample/train_class/class002/image0007027.jpg
19160,5.0,../input/affectnetsample/train_class/class005/image0039091.jpg
19161,8.0,../input/affectnetsample/train_class/class008/image0032550.jpg
19162,6.0,../input/affectnetsample/train_class/class006/image0041820.jpg
19163,5.0,../input/affectnetsample/train_class/class005/image0036933.jpg
19164,7.0,../input/affectnetsample/train_class/class007/image0020013.jpg
19165,3.0,../input/affectnetsample/train_class/class003/image0010128.jpg
19166,3.0,../input/affectnetsample/train_class/class003/image0016182.jpg
19167,6.0,../input/affectnetsample/train_class/class006/image0029824.jpg
19168,2.0,../input/affectnetsample/train_class/class002/image0002818.jpg
19169,2.0,../input/affectnetsample/train_class/class002/image0008540.jpg
19170,4.0,../input/affectnetsample/train_class/class004/image0032480.jpg
19171,5.0,../input/affectnetsample/train_class/class005/image0036215.jpg
19172,2.0,../input/affectnetsample/train_class/class002/image0005537.jpg
19173,8.0,../input/affectnetsample/train_class/class008/image0035205.jpg
19174,6.0,../input/affectnetsample/train_class/class006/image0039870.jpg
19175,2.0,../input/affectnetsample/train_class/class002/image0006937.jpg
19176,5.0,../input/affectnetsample/train_class/class005/image0039245.jpg
19177,1.0,../input/affectnetsample/train_class/class001/image0007689.jpg
19178,8.0,../input/affectnetsample/train_class/class008/image0036855.jpg
19179,5.0,../input/affectnetsample/train_class/class005/image0037292.jpg
19180,2.0,../input/affectnetsample/train_class/class002/image0000101.jpg
19181,6.0,../input/affectnetsample/train_class/class006/image0040951.jpg
19182,5.0,../input/affectnetsample/train_class/class005/image0025520.jpg
19183,3.0,../input/affectnetsample/train_class/class003/image0009932.jpg
19184,3.0,../input/affectnetsample/train_class/class003/image0013959.jpg
19185,6.0,../input/affectnetsample/train_class/class006/image0025467.jpg
19186,2.0,../input/affectnetsample/train_class/class002/image0008927.jpg
19187,8.0,../input/affectnetsample/train_class/class008/image0020667.jpg
19188,1.0,../input/affectnetsample/train_class/class001/image0011083.jpg
19189,3.0,../input/affectnetsample/train_class/class003/image0024600.jpg
19190,2.0,../input/affectnetsample/train_class/class002/image0010781.jpg
19191,5.0,../input/affectnetsample/train_class/class005/image0027016.jpg
19192,5.0,../input/affectnetsample/train_class/class005/image0022475.jpg
19193,4.0,../input/affectnetsample/train_class/class004/image0000716.jpg
19194,4.0,../input/affectnetsample/train_class/class004/image0026526.jpg
19195,5.0,../input/affectnetsample/train_class/class005/image0012755.jpg
19196,6.0,../input/affectnetsample/train_class/class006/image0035966.jpg
19197,1.0,../input/affectnetsample/train_class/class001/image0001906.jpg
19198,7.0,../input/affectnetsample/train_class/class007/image0019449.jpg
19199,2.0,../input/affectnetsample/train_class/class002/image0004646.jpg
19200,3.0,../input/affectnetsample/train_class/class003/image0007270.jpg
19201,3.0,../input/affectnetsample/train_class/class003/image0009073.jpg
19202,3.0,../input/affectnetsample/train_class/class003/image0018403.jpg
19203,3.0,../input/affectnetsample/train_class/class003/image0014311.jpg
19204,7.0,../input/affectnetsample/train_class/class007/image0016533.jpg
19205,3.0,../input/affectnetsample/train_class/class003/image0008326.jpg
19206,1.0,../input/affectnetsample/train_class/class001/image0001268.jpg
19207,2.0,../input/affectnetsample/train_class/class002/image0001406.jpg
19208,2.0,../input/affectnetsample/train_class/class002/image0002424.jpg
19209,2.0,../input/affectnetsample/train_class/class002/image0010026.jpg
19210,3.0,../input/affectnetsample/train_class/class003/image0019122.jpg
19211,5.0,../input/affectnetsample/train_class/class005/image0034550.jpg
19212,5.0,../input/affectnetsample/train_class/class005/image0034158.jpg
